"name_h","Team_type","Team_size_class","human_members_count","bot_members_count","human_work","work_per_human","human_gini","human_Push","human_IssueComments","human_PRReviewComment","human_MergedPR","bot_work","bot_Push","bot_IssueComments","bot_PRReviewComment","bot_MergedPR","eval_survival_day_median","issues_count"
"IK_g-zXvb4LeRhnNFCH9Qg/f_MJQydbmdBPtIqL8BnjfQ","human-bot","Large",11,1,1548,140.727272727272,0.660911439981207,713,363,472,0,36,0,36,0,0,23,127
"IK_g-zXvb4LeRhnNFCH9Qg/MoYHCH7Ey-aTjyc7vfRipw","human","Large",17,0,1856,109.176470588235,0.616379310344827,501,935,420,0,0,0,0,0,0,59,108
"IK_g-zXvb4LeRhnNFCH9Qg/PSawsXBlws8pwGwBAYTGhA","human-bot","Large",13,1,731,56.2307692307692,0.723981900452488,389,212,130,0,16,0,16,0,0,7,38
"IkxN6EfbU81ZypnyzcQoCQ/r8I-DAd0YFNDjMhSZ1XHgg","human-bot","Medium",6,1,990,165,0.548484848484848,40,928,1,21,666,644,22,0,0,2,190
"IkxN6EfbU81ZypnyzcQoCQ/uidwVvzWflMu_Pg88kg1_g","human-bot","Small",3,1,119,39.6666666666666,0.42016806722689,23,95,1,0,58,54,4,0,0,4,33
"Il-kkQOTcufdb0HcGOsSxg/Jt2LcC8eNRhA3kDLDOnf-w","human","Medium",6,0,76,12.6666666666666,0.469298245614035,76,0,0,0,0,0,0,0,0,NA,NA
"ilEEnZRNdUqNk7tvvGBo1Q/8xHANrgyHiFV3TuhcqwrpQ","human","Large",8,0,14,1.75,0.25,14,0,0,0,0,0,0,0,0,NA,NA
"IPQBYJ5Cp-DPJL-U7BLbsw/s3s6fWb4KsNxsX_xAk8R1Q","human-bot","Small",2,1,52,26,0.442307692307692,42,10,0,0,23,0,23,0,0,NA,NA
"Iput0s8_LPvasQTIhOmp7g/p8HydCeDkoyeJMEuQM_H6w","human","Medium",5,0,84,16.8,0.328571428571428,84,0,0,0,0,0,0,0,0,NA,NA
"iQ5yxZTl0MolPJJ8f3yitQ/Id5c_t0tg8x_QFqoZPfcpw","human","Small",2,0,57,28.5,0.289473684210526,47,6,4,0,0,0,0,0,0,0,12
"iWqafnw2pLSQT_irmZTK-Q/pcAqO1enjvePvKT2UAKTIw","human","Medium",4,0,61,15.25,0.487704918032786,61,0,0,0,0,0,0,0,0,NA,NA
"iWTM6M2ksFEZWjjhk-EkhQ/sjcApidwVbQNm76uuakYiw","human","Medium",4,0,1557,389.25,0.486351958895311,802,658,97,0,0,0,0,0,0,NA,NA
"iWYj9sqb5JcYc87hoH1X_Q/ee9SL8r2YYmKYIlFgTP5zA","human","Small",2,0,512,256,0.1171875,280,109,123,0,0,0,0,0,0,3,62
"IyfocAGfAHLncCVJUujqTA/A_QZ6HlUb5sRQHhPa7SGzQ","human-bot","Medium",4,1,1049,262.25,0.448760724499523,739,213,91,6,52,0,52,0,0,27,243
"J0faMLrya6B4zR56w_7nYQ/CiWjuB3u03_NEELJ8NCaZw","human","Small",2,0,36,18,0.277777777777777,22,14,0,0,0,0,0,0,0,1,16
"j9wc2HRCyP7cJecuXHvGtA/aSJGod8SfdlMjqys9HJuqA","human","Small",3,0,47,15.6666666666666,0.382978723404255,47,0,0,0,0,0,0,0,0,NA,NA
"JB_orx4DgRjNgXBIpl-APg/dVRG39nfsWUoGkVQOwWIjQ","human-bot","Large",19,1,1099,57.8421052631579,0.619318998132273,159,852,88,0,48,0,48,0,0,9,272
"JBbT--F7SgmfP13ZdWqxCw/U0XGqrZWynfs1GOhTkSMAg","human-bot","Large",9,1,734,81.5555555555555,0.439297608234937,408,108,218,0,266,0,266,0,0,NA,NA
"jGdMMTJzTZ926BJm58EqOw/Kq59JBq1hsGrAQym-ZZ1QA","human","Small",2,0,438,219,0.0616438356164383,438,0,0,0,0,0,0,0,0,NA,NA
"jHl-cvTcrDOwZrxS3RovgQ/tybAClTZR8yfBexcOuauPg","human","Medium",4,0,368,92,0.452445652173912,338,25,0,5,0,0,0,0,0,118,22
"jj2OV5CQQvp3IrCN2Zdoow/XVTBlUVLeD4mruDW2y_-pw","human-bot","Medium",4,1,1627,406.75,0.692224953902888,1318,271,32,6,86,0,0,86,0,4,373
"jN3RgakYgX2RV184zKYdJg/oh7JAOo014MUkuQDXNubPQ","human","Small",3,0,97,32.3333333333333,0.233676975945017,97,0,0,0,0,0,0,0,0,NA,NA
"JOc_7hfKmSzyhXm9JXrzeA/1OsAtuLeczHXTdGQKzyKMA","human-bot","Medium",4,1,610,152.5,0.551639344262295,240,359,11,0,44,0,44,0,0,15,196
"Jpk9Rrr185mIWEA2zXZhNw/V2Ou2sAq_ShCvSQz-L-mnQ","human-bot","Medium",4,1,411,102.75,0.301094890510948,118,135,158,0,32,0,32,0,0,20,37
"JPSLIbsfVohTwfX430NjbA/msky2f8bvuzfQeT4BUzNAA","human","Small",2,0,22,11,0.454545454545454,22,0,0,0,0,0,0,0,0,NA,NA
"JsrncYwyGAp6D44Z1tQKWQ/WhempRcC-R1Q2IOhwLsXiQ","human-bot","Large",7,1,285,40.7142857142857,0.609523809523809,41,242,2,0,14,0,14,0,0,3,228
"Jt7Q4PdwU-LOc-TvzPUZKw/svKYWd31rxerOQ3-RBYLag","human-bot","Small",2,1,126,63,0.182539682539682,61,3,62,0,11,0,11,0,0,NA,NA
"jtKWGU6PRoKA0_Hgdf3JHA/mU3k7E4TF0IyNwnNuaKDkw","human","Large",20,0,346,17.3,0.313583815028901,333,13,0,0,0,0,0,0,0,12,18
"JTWxF61cI26Hs57ZbAZvTA/RT2UzpCE1vB1aR9Kg5bkEQ","human","Medium",4,0,195,48.75,0.157692307692307,25,159,11,0,0,0,0,0,0,12,39
"JTZ4O3kEoY3grIBXzs2KdA/lZqlLzsWJk39UxBnnnAWNw","human","Large",7,0,194,27.7142857142857,0.673048600883652,194,0,0,0,0,0,0,0,0,NA,NA
"jUnpX8W9er3h88pG5T7EeA/mf0XPG3jHTK_2uqYHQK5GQ","human","Small",3,0,31,10.3333333333333,0.301075268817204,31,0,0,0,0,0,0,0,0,NA,NA
"JVuINe7hqWikeIR3hN1AWA/z-OzVyqIfZwybjo0MrAaHg","human-bot","Medium",5,1,84,16.8,0.419047619047619,45,36,3,0,16,0,16,0,0,40,12
"k1I2LEdXgzMAPA4niqKBrQ/k1I2LEdXgzMAPA4niqKBrQ","human","Medium",6,0,198,33,0.575757575757575,194,4,0,0,0,0,0,0,0,NA,NA
"k9p5iVDmIZWkYhUhKm-oSw/bvGM7yDaDao1aBiwStLBGg","human-bot","Large",8,1,522,65.25,0.578544061302682,111,382,29,0,18,0,18,0,0,4,170
"kcU_qvEH_y-BumXu1QpNnQ/FL4dW60P1hcLJtWhNFzrkw","human","Small",2,0,28,14,0,28,0,0,0,0,0,0,0,0,NA,NA
"kGJo45PYDkGnDipvn-eiBA/WGxZx8YwjVxs9X6fu37B3g","human","Medium",4,0,80,20,0.55,53,23,4,0,0,0,0,0,0,35,23
"kiqoKSJ3qsG9i4jUdpl1Eg/3uYtxA677CtTXeniI5eUUw","human","Medium",6,0,103,17.1666666666666,0.564724919093851,103,0,0,0,0,0,0,0,0,NA,NA
"kozDEuBo0KKt8iyeAtO7pw/Khx_dnicluL6V8QNDEKmVQ","human","Small",3,0,103,34.3333333333333,0.362459546925566,101,2,0,0,0,0,0,0,0,NA,NA
"KPGftVZCHYFSVS6Uzda9EA/sJlDE-5nsSe4c6Ujo04BQw","human-bot","Large",8,1,320,40,0.65390625,138,111,71,0,61,0,61,0,0,4,42
"kpY6vTbIlrk6Nrjilv8zhw/o_e0F16zwdovR3aFgIQipQ","human-bot","Large",29,2,2891,99.6896551724138,0.752704588556638,762,1793,302,34,790,1,789,0,0,7,1283
"kRXHmTG1hg25Ms4CoQXuPA/ZDjGaeDQ3pjmkpwswPrEdA","human","Small",2,0,29,14.5,0.258620689655172,29,0,0,0,0,0,0,0,0,NA,NA
"Kt-rl0XZR3DlzU40Jz7-hQ/UzkHjQwrGq7-gxuEpxxk3Q","human-bot","Small",2,1,204,102,0.259803921568627,152,3,49,0,37,0,37,0,0,14,22
"kweBO6mjk8aQevHtIf5gVw/ab9Z29N4XwoNOJj0bQVyhQ","human","Large",7,0,83,11.8571428571428,0.364888123924268,17,66,0,0,0,0,0,0,0,25,22
"L1MIZVW3-7lAznhhb_IS5Q/wFwNtkCF02kltaCEYmFOsA","human","Medium",4,0,190,47.5,0.421052631578947,121,69,0,0,0,0,0,0,0,5,36
"l5L4vtGlUdHWEeuQYbdoww/njBNTo3xt0z6AJkTGYQoqw","human-bot","Small",2,1,210,105,0.433333333333333,191,19,0,0,16,0,16,0,0,2,13
"LDm8GbdhrDbcBGJF0dR_5g/-L63SLGp3n6MA-y5Di59og","human-bot","Large",18,2,840,46.6666666666666,0.579894179894179,118,603,113,6,79,0,79,0,0,16,369
"lHuwjRuoxvJeqLtIgi_ywQ/0pxDufDBmxXwN-qRwc-I9w","human-bot","Medium",6,1,474,79,0.451476793248945,315,51,108,0,94,0,94,0,0,NA,NA
"lHuwjRuoxvJeqLtIgi_ywQ/Sk8yDUNYQqRIjlMgIalkCQ","human-bot","Medium",6,1,525,87.5,0.47015873015873,495,9,21,0,23,0,23,0,0,NA,NA
"lJIcjiVQQkZKpe-L35wKxw/DgYzwRdhBsUmbtod207jRQ","human","Medium",4,0,110,27.5,0.286363636363636,106,4,0,0,0,0,0,0,0,0,131
"lJV6eJYsCd5pxaeJJvdzew/7UgO7jpMjXZnbzRVVQJ6bw","human-bot","Small",3,1,327,109,0.583078491335372,302,13,1,11,51,0,51,0,0,NA,NA
"LqO7byDO33jcTWA2OUn9rg/2nW0SwqwK8jgJoKxVIsu-A","human","Small",2,0,49,24.5,0.479591836734693,49,0,0,0,0,0,0,0,0,NA,NA
"LTHZowsQDZbGC90OYfzHSw/8zNKye8mFm3t69MZoY-cxw","human","Small",3,0,31,10.3333333333333,0.43010752688172,31,0,0,0,0,0,0,0,0,NA,NA
"LxjpLsxpQOx-h-t99Cx9zw/EGvK75Kr_qmeO3UNXLYmkw","human-bot","Small",2,1,46,23,0.391304347826087,42,4,0,0,6,4,2,0,0,NA,NA
"m249WmwoXVT2Z2qWOdebOQ/f8Wj1ICHVgPOV9gou-GTQw","human-bot","Medium",4,1,357,89.25,0.587535014005602,5,9,343,0,99,0,99,0,0,NA,NA
"m3y53h0fceMWSkB0jQLQfQ/Ul0Xe52aZysjm3UPYUlhiA","human","Medium",4,0,24,6,0.333333333333333,24,0,0,0,0,0,0,0,0,NA,NA
"M6PIFP2jTZsl60-xvbfEdA/H0YQr_2okjq4-Rn5k2lAiA","human","Medium",4,0,41,10.25,0.676829268292682,40,1,0,0,0,0,0,0,0,NA,NA
"MaFi1fZ2S4ui0tmu-JRTuw/-zf84VVDEbWahvKNM7NwwA","human","Large",11,0,2492,226.545454545454,0.742521523420399,1283,1065,144,0,0,0,0,0,0,10,338
"mbUIiDtepZ-plVUvARfogg/ZmIj8UObDGzUt3kV0jwXMw","human","Small",2,0,32,16,0.09375,32,0,0,0,0,0,0,0,0,NA,NA
"MC6oqT7o22Y_rULWJZllfA/EtykVMreGZGbhN6lieSopA","human","Medium",4,0,212,53,0.516509433962264,107,43,62,0,0,0,0,0,0,NA,NA
"MC6oqT7o22Y_rULWJZllfA/MXyVzmYYom7cgybNB0CjFQ","human-bot","Large",7,2,1421,203,0.504071579370664,444,277,644,56,77,0,77,0,0,19,124
"MC6oqT7o22Y_rULWJZllfA/zAM1qPoyWqHwI-dmhq2K3w","human-bot","Large",16,1,5340,333.75,0.683637640449438,1912,1283,2129,16,271,0,271,0,0,16,371
"MERROIdXLWC0y5i7_f3KPQ/yNaCeRAB7oaASSSKW2AkZg","human","Large",9,0,471,52.3333333333333,0.645907053550365,113,6,352,0,0,0,0,0,0,NA,NA
"MGp0tLPnMFBSB8NX_2_c5g/qxeFCXjjaq9qK4gI8d7ZcQ","human-bot","Medium",4,1,393,98.25,0.321246819338422,84,179,130,0,55,0,55,0,0,3,54
"mhTPqXCQ28OllpzB19pafQ/fyBZeIK-7D5bVgkpkdy06Q","human","Small",3,0,187,62.3333333333333,0.13903743315508,187,0,0,0,0,0,0,0,0,NA,NA
"mlwh8X1uII1kY_r0q0soFg/bewXXMcoFhqp0VGrhwY82Q","human","Small",3,0,150,50,0.48,122,15,13,0,0,0,0,0,0,0,7
"MLXj5FKLpZoA6Md_FiVpyA/TP3MVxIjPnFcX8CQH7qDUQ","human","Medium",4,0,90,22.5,0.411111111111111,90,0,0,0,0,0,0,0,0,NA,NA
"Mm3jjXrvOd6zcmzS4gGOxw/fAKHKj6riFXfyVUj1I5xgg","human-bot","Medium",4,1,238,59.5,0.512605042016806,102,114,22,0,62,0,62,0,0,153,48
"mVJ_xYehejaVGZ8Ao7rGRQ/osa4WqtCN3RisGoLJGnSgA","human","Small",3,0,49,16.3333333333333,0.326530612244897,49,0,0,0,0,0,0,0,0,NA,NA
"n--l9fdRRPqwXaOgzJuhKA/XRT5vXv6hj1cPXPoOYR3Ww","human","Small",2,0,115,57.5,0.360869565217391,80,35,0,0,0,0,0,0,0,143,52
"N8g4ZC6Vvq2I2coz6fosrw/8DcNioAE86rWl0szm0fukg","human-bot","Small",3,1,249,83,0.586345381526104,170,57,22,0,76,0,76,0,0,3,59
"nDaqzmwnRRFqJJJG5syg6A/GAeb_ohF3mfbxIuioYDmow","human","Medium",4,0,237,59.25,0.239451476793248,72,16,149,0,0,0,0,0,0,20,15
"ngSVj6VTjd4i-2uKL7xyNw/fwQr_H-dEUQrf4NfYa7paQ","human-bot","Medium",5,1,395,79,0.408101265822784,276,59,60,0,79,0,79,0,0,NA,NA
"NH1URNgZ4obRYqTrgrVbxA/qAmdA8bb5r6yUYHRun6hVg","human","Medium",5,0,72,14.4,0.35,72,0,0,0,0,0,0,0,0,NA,NA
"nJ6gWwTNEwyAL5ybgV4HRA/Nez8SODaPpj7ov82wtOj5g","human","Small",2,0,119,59.5,0.483193277310924,119,0,0,0,0,0,0,0,0,NA,NA
"nLLY8RV2WK5wW4cSswIwOw/4pqAmbJQCvdKRIu9N11Y_w","human","Small",3,0,30,10,0.377777777777777,30,0,0,0,0,0,0,0,0,NA,NA
"NO4YUkGVUjkndQ27LmAw9g/jFmKnmbN1yVBKqc_LmoVtQ","human","Small",3,0,29,9.66666666666666,0.528735632183908,29,0,0,0,0,0,0,0,0,NA,NA
"NOlGvS0R3KHXaQWBNa9P7A/icFCY6pTTzC_hidY8-o43A","human","Medium",4,0,31,7.75,0.39516129032258,30,1,0,0,0,0,0,0,0,NA,NA
"NoVwj9WUpoYapz8YHmV9xQ/vEzEVPDYe8WBjiUGitSj6g","human","Small",2,0,26,13,0.192307692307692,26,0,0,0,0,0,0,0,0,NA,NA
"nQKb0JlDx6FRIhlmJKVHPA/k_nqYNDbvjph7I1KoqsXUw","human","Medium",6,0,274,45.6666666666666,0.630170316301703,225,36,13,0,0,0,0,0,0,25,46
"nSHn224tLFtuhaRVPDJv0w/2xE_xLUjkkuSDnW3-FKgOA","human","Medium",4,0,89,22.25,0.317415730337078,89,0,0,0,0,0,0,0,0,NA,NA
"nSR-HyT8s9VxAS0Rk8V_7w/nSR-HyT8s9VxAS0Rk8V_7w","human","Small",3,0,89,29.6666666666666,0.149812734082397,69,12,8,0,0,0,0,0,0,62,23
"NtKTj7zbcJDi5KBkCVUsug/-UAPBK3VxONRihRwJV8rbQ","human","Small",2,0,70,35,0.242857142857142,70,0,0,0,0,0,0,0,0,NA,NA
"NTZ1HEKI72DFs2gghvK4-Q/eJb4-mk5jFbYamU1dhXEHw","human-bot","Medium",5,1,131,26.2,0.244274809160305,48,31,52,0,20,0,20,0,0,NA,NA
"NTzKcdds6jmIJMOrMb-01g/p3_qgyf3g8uN2w7Mg3mwcA","human","Small",2,0,88,44,0.125,23,65,0,0,0,0,0,0,0,41,24
"nUf_aDCKttkQCWIMbfd4MQ/AW7f77ocRLgWxO84o3voow","human","Medium",5,0,50,10,0.312,50,0,0,0,0,0,0,0,0,NA,NA
"nyL9U0ilM8owQ1brREp01g/VHOBKDIDQEimcRuRgOsk_w","human","Small",3,0,201,67,0.33167495854063,182,19,0,0,0,0,0,0,0,11,14
"NYU3dGWMfoOjxhAzLqmv5A/yzpqgks46W9k4nWs2ZN32Q","human","Medium",4,0,140,35,0.382142857142857,43,47,50,0,0,0,0,0,0,4,9
"o-m9mUr21Ca6xEbQL9xjdw/CZ_yAQIlsxU2SDPLrdadrw","human","Large",19,0,1211,63.7368421052631,0.720326828632274,222,987,2,0,0,0,0,0,0,0,345
"o66gqZbXYaetUf3ZEfixkg/X2ORxIXj76g-Mq7rCSJ77Q","human","Large",10,0,377,37.7,0.616710875331564,208,108,61,0,0,0,0,0,0,NA,NA
"O6YXL5dM9PbkK1XlFmXiMg/GcannG0yjgiR9WD2q878iw","human","Small",3,0,35,11.6666666666666,0.4,35,0,0,0,0,0,0,0,0,NA,NA
"O8b2IFn80coqzdP6IwbEKg/uAklmRuq-bJgMfb-PuSjSg","human-bot","Medium",4,2,35,8.75,0.35,22,13,0,0,26,0,26,0,0,NA,NA
"O8dgGpsuZQYi6p711nSBiQ/a-aXSJx1B5DQVgZYwkFmLA","human","Medium",6,0,417,69.5,0.499200639488409,251,147,19,0,0,0,0,0,0,5,113
"O8dgGpsuZQYi6p711nSBiQ/iLVEoJ2XYPhlbLcn0xpU2Q","human","Medium",4,0,72,18,0.458333333333333,51,21,0,0,0,0,0,0,0,NA,NA
"o9Ux-FSfXdKdhM2Vai4BbQ/oXGElKcECVD9y8ghMJCiRw","human-bot","Medium",5,1,152,30.4,0.452631578947368,37,96,19,0,42,0,42,0,0,16,29
"OArsetLwMV_kKUvGjGyscg/au_OKxGlquZCtnMMKeZPbw","human","Small",2,0,32,16,0.3125,31,0,1,0,0,0,0,0,0,NA,NA
"oCMducbTJbML0j84PJu2AQ/UjtHiBYr0lLZAsAkuiOwGA","human","Small",3,0,110,36.6666666666666,0.575757575757575,107,3,0,0,0,0,0,0,0,NA,NA
"oEhuKhA9TgHh2rXvbNPZGQ/iRcoCvRrOWjctu_pH4PU4A","human-bot","Medium",4,1,211,52.75,0.531990521327014,145,31,35,0,16,0,16,0,0,NA,NA
"oeL4i6GEj76WzccrBylQkA/7riV7xcMRiztyzuONQ3fVQ","human","Medium",4,0,322,80.5,0.386645962732919,244,78,0,0,0,0,0,0,0,34,121
"Of5d0F4cPoOmiajt90YbxA/YI_kRmgWWemOYiFN5OUVdQ","human","Medium",4,0,228,57,0.37938596491228,223,5,0,0,0,0,0,0,0,0,35
"ohEaSvixHzLXI54JmkDtcA/0b76A8ecoLhOzEiN6pa8aA","human","Small",2,0,367,183.5,0.429155313351498,366,1,0,0,0,0,0,0,0,NA,NA
"oJR1Hn4oQEB8AlKstKzHsA/oJR1Hn4oQEB8AlKstKzHsA","human-bot","Medium",6,1,1148,191.333333333333,0.463124274099883,114,745,289,0,57,0,57,0,0,57,352
"oJrPa9IRnH1UT-WY4WFrtg/pM4tDHrc6fgZbK_xkms0wA","human","Medium",5,0,60,12,0.386666666666666,60,0,0,0,0,0,0,0,0,NA,NA
"OlGNC-WXhZfwz3MzSTz2wg/bqcnhQNo6--X2sR_FeYq7A","human","Small",2,0,510,255,0.472549019607843,430,80,0,0,0,0,0,0,0,0,72
"oLRyRQtwREy2b76lwXatmA/EqsZL2Si6oZXIzZIcYnV2g","human","Medium",4,0,59,14.75,0.34322033898305,59,0,0,0,0,0,0,0,0,NA,NA
"ON-SytZUvlV7Pidg5PvBUw/1PjWpsNdv3_3mh9tSehBhA","human-bot","Medium",6,1,487,81.1666666666666,0.556810403832991,131,111,245,0,25,0,25,0,0,NA,NA
"ON-SytZUvlV7Pidg5PvBUw/PRjzakWt_cHev8-FhYlOcA","human-bot","Large",8,1,221,27.625,0.536764705882352,87,80,54,0,31,0,31,0,0,NA,NA
"ORMCD2pz7-w22I6JTm7l0g/HlXd3bPGEq1b_0JtJVZSrA","human","Medium",5,0,246,49.2,0.52520325203252,186,29,31,0,0,0,0,0,0,NA,NA
"orUqs7eqk5gLzHyHtZHnBQ/n5wY3lp1zD9WG_Pe9HlNCg","human-bot","Small",3,1,193,64.3333333333333,0.556131260794473,42,129,22,0,32,0,32,0,0,3,53
"oUFHIGXMJuH_zgo1n_PHMw/_JZPqk8B9zmJ_09KZJ7Xvg","human-bot","Small",3,1,65,21.6666666666666,0.482051282051282,57,2,6,0,59,0,59,0,0,NA,NA
"p_y3FfCgmMaToNN6da6ogg/EuoPSxKx7rz5lMBDh9CQ_Q","human","Medium",4,0,286,71.5,0.442307692307692,184,102,0,0,0,0,0,0,0,5,94
"P19qP9U5Pdd46GfZBliQLQ/8INCPXbenntioLAp-N_5jQ","human","Small",2,0,62,31,0.435483870967741,62,0,0,0,0,0,0,0,0,NA,NA
"PBewqAmdjaBSOe-6bQLALg/bZFUcRcZcH8VytnE0gopHw","human-bot","Small",3,1,222,74,0.645645645645645,220,2,0,0,8,0,0,0,8,NA,NA
"pCg9dxcSVoAxYtmF0R56Fg/n1v_igAgTfk7CP0QPNr47A","human","Medium",5,0,31,6.2,0.567741935483871,28,3,0,0,0,0,0,0,0,NA,NA
"pDznmccVVZslZAFX5Ym9tg/ErpiGQ6eLenplfEQTat6ww","human-bot","Large",18,1,2154,119.666666666666,0.799855565872279,644,1491,19,0,45,0,45,0,0,7,642
"pfBzj7U4v83CkaNy8MI6bA/Vnv8OyiKM_LDXLtqVHbuhQ","human","Medium",4,0,123,30.75,0.229674796747967,123,0,0,0,0,0,0,0,0,NA,NA
"Pi2d5Zdp2NTevl-Yx1kPhg/Nw-hyeMmhaPQMoiDvelejw","human","Small",2,0,215,107.5,0.416279069767441,151,49,15,0,0,0,0,0,0,0,89
"pJY7RmO-5oUNNXdzyT3H8g/SrXjBaiO4lCwiB-3Lx8-Jg","human-bot","Small",2,1,51,25.5,0.147058823529411,32,17,2,0,10,0,10,0,0,1,24
"pL90yYJJkdLud-MpV68kYg/mqGwOTSJPXE0pmCvQgTyqQ","human-bot","Medium",4,1,375,93.75,0.537999999999999,295,73,7,0,162,0,162,0,0,5,86
"pN-yKV9zLKawiIkGVuBc7A/OdvjrFQOFJxxMsDKsnHCKA","human","Small",2,0,112,56,0.473214285714285,112,0,0,0,0,0,0,0,0,NA,NA
"Pq41CdlgHZhGTl61sYd4Dw/sxb3LWBcDw3Q59wqUs93wA","human-bot","Small",2,1,12,6,0.416666666666666,10,2,0,0,5,4,1,0,0,163,12
"pSEjWkAL9xy8WUmVHEtdOA/Vn1iiavAqm0rljqqdGBmPg","human","Small",2,0,116,58,0.448275862068965,116,0,0,0,0,0,0,0,0,NA,NA
"pw_C-sMArCHGvvPWK_GDOQ/A4TDZUHroRAE0bTmGZESkQ","human","Large",7,0,108,15.4285714285714,0.312169312169312,108,0,0,0,0,0,0,0,0,NA,NA
"Pw2eUL9QHqTzw4jLnTO-pQ/Ap6i3CI_i2Zvr6dgNFi0LA","human","Small",2,0,141,70.5,0.485815602836879,141,0,0,0,0,0,0,0,0,NA,NA
"PWktOdCWNXXUO5xh29twIg/-RS4PkkkRPxs1qj5Ky0b4A","human","Small",2,0,36,18,0.305555555555555,36,0,0,0,0,0,0,0,0,NA,NA
"pxIFRbeuXsUzHtQB3vDwVA/JlkO4fgLE3bD5QjXcU-0CQ","human-bot","Small",3,1,913,304.333333333333,0.549835706462212,130,507,271,5,53,0,53,0,0,50,108
"PXS9PN_bZPBW4BFWkHI0nQ/9e_B7nTSXLmMCj-3B21MIA","human","Large",12,0,611,50.9166666666666,0.509683578832515,400,145,66,0,0,0,0,0,0,NA,NA
"q3H6vPxZXkTQhq9HJIjxkg/LBuWX75BYbBGCI5S3dXsBA","human","Small",2,0,87,43.5,0.281609195402298,84,2,1,0,0,0,0,0,0,3,9
"Q658evmRIuaDEnUGlBqzYw/m-hxXTPKmxu3fh32f-RHtg","human-bot","Small",2,2,256,128,0.42578125,230,5,21,0,118,0,118,0,0,0,7
"Q9lZ3YadQhYfVelZJWocdQ/zYgLcm4KDb1CN_ENFdpG9A","human-bot","Small",2,1,223,111.5,0.491031390134529,187,31,5,0,11,0,11,0,0,1,42
"QduaLp9Jw7MWWE9V6duWzw/oSzVF5MN20OfIQrp79--Jg","human","Small",3,0,155,51.6666666666666,0.408602150537634,135,11,9,0,0,0,0,0,0,61,11
"QhTTT1qb1gabQJtZ3c_z0Q/qH3BRogzqxyCZ4RfZDbuHA","human-bot","Large",17,1,2798,164.588235294117,0.489467266534919,474,1218,1106,0,456,0,456,0,0,9,245
"qlr9vl4vSuihZ0yL4bcqpA/VQVouu054bdDU-YY2s_Agg","human","Medium",4,0,104,26,0.240384615384615,66,5,33,0,0,0,0,0,0,NA,NA
"Qv-cOAVZ-ZF4y1tyHSXqaA/nVsxBXY2RUuv2AQuNTPg0w","human-bot","Medium",5,1,236,47.2,0.57457627118644,46,97,93,0,80,0,80,0,0,NA,NA
"qxoUVhp1ngGpm7I6YixkWQ/ABayIekJTYMB3kgD48wKSQ","human","Small",2,0,60,30,0.383333333333333,58,2,0,0,0,0,0,0,0,NA,NA
"qz2vTWZ9Q34B9Fhqx_a0vQ/IRlbVn-odGXeNwdWuyZfaQ","human-bot","Small",2,1,248,124,0.362903225806451,235,8,5,0,14,0,14,0,0,NA,NA
"QZCQjWdavGwuOTHAHJKmyg/boMSa1_4a_Bnu_-lptaxnQ","human","Large",9,0,148,16.4444444444444,0.318318318318318,19,129,0,0,0,0,0,0,0,7,20
"QZCQjWdavGwuOTHAHJKmyg/ztNtvwU0qEZi644d1DzUww","human","Small",2,0,68,34,0.147058823529411,38,25,5,0,0,0,0,0,0,NA,NA
"QzkKMPNdpWqQ5ZzQeR7mgg/_J2c2T-sGfRNjJ_jQkYQdw","human","Medium",6,0,259,43.1666666666666,0.498712998712998,47,212,0,0,0,0,0,0,0,157,13
"R_3cDQQHi-Bi_xFT7FLg3Q/U6sN_47MfVoYtEFtAFaPAg","human","Small",3,0,67,22.3333333333333,0.388059701492537,66,0,1,0,0,0,0,0,0,NA,NA
"r_bHECrrXLXheLGfzapBTw/35wiWmirtWCV36OW5phrMQ","human-bot","Large",19,1,142,7.47368421052631,0.498146775389177,119,7,16,0,1,1,0,0,0,NA,NA
"r_bHECrrXLXheLGfzapBTw/fHTSjJZf-0w7biQaFfwKNw","human","Medium",5,0,32,6.4,0.425,27,4,1,0,0,0,0,0,0,NA,NA
"r_bHECrrXLXheLGfzapBTw/hk7JtI4UqopCxTa54MXeMQ","human-bot","Large",12,1,139,11.5833333333333,0.600119904076738,130,8,1,0,3,2,1,0,0,NA,NA
"r_bHECrrXLXheLGfzapBTw/hyimbEBIkPlFBsi0HMEvBg","human","Large",7,0,642,91.7142857142857,0.718736092567868,485,123,34,0,0,0,0,0,0,3,132
"r_bHECrrXLXheLGfzapBTw/n-2oRExs_XkJal9Kcfbs6A","human","Medium",6,0,32,5.33333333333333,0.541666666666666,20,12,0,0,0,0,0,0,0,5,10
"r_bHECrrXLXheLGfzapBTw/P-hlCIg_6buyWCagQ485bA","human-bot","Medium",5,1,31,6.2,0.348387096774193,28,1,2,0,2,2,0,0,0,NA,NA
"r3_8oQwrUkcwwnPpwfSRhg/JBiSba-O-M9bxq7juqXnLg","human","Small",2,0,81,40.5,0.129629629629629,58,21,2,0,0,0,0,0,0,17,10
"r4mPoqfdW8mQsh7RchM31A/giEOYej0FVJSYldbIPrkjQ","human","Medium",5,0,150,30,0.234666666666666,87,12,51,0,0,0,0,0,0,NA,NA
"R5wHiVQWP1NAJ-uzVw2h8A/CYva8rY_Yiq7onrFHRNIcw","human","Small",3,0,292,97.3333333333333,0.591324200913242,176,112,4,0,0,0,0,0,0,56,124
