"name_h","Team_type","Team_size_class","human_members_count","bot_members_count","human_work","work_per_human","human_gini","human_Push","human_IssueComments","human_PRReviewComment","human_MergedPR","bot_work","bot_Push","bot_IssueComments","bot_PRReviewComment","bot_MergedPR","eval_survival_day_median","issues_count"
"Y7EiGXwSUhegf6qytj2hBA/STu-UHbHxCcaDt-aGulSww","human-bot","Small",3,1,225,75,0.447407407407407,198,1,26,0,43,0,43,0,0,NA,NA
"y8Jw59EHVSrsluSuhR5okg/V5vb074jNkzg4YCKforX1Q","human","Large",8,0,277,34.625,0.781137184115523,275,2,0,0,0,0,0,0,0,NA,NA
"YeteVTeawdH4Bg5zoBqQCg/1MObD_b7Z0kJIv_SWQLJEQ","human","Small",3,0,97,32.3333333333333,0.515463917525773,85,12,0,0,0,0,0,0,0,63,24
"yLydVqZyxRsGHiWGJ3t0rg/LBTLKUJrYdX511Nj-t1U-A","human","Medium",4,0,37,9.25,0.304054054054054,33,4,0,0,0,0,0,0,0,NA,NA
"YPFiQiVJuFMczRm6Imq07g/HOpZe8bhcIW-uBnBCUgQGA","human","Small",3,0,110,36.6666666666666,0.418181818181818,81,6,23,0,0,0,0,0,0,0,12
"YQI5l7pwpiRU8KVKXkNjjg/fCxq0R6_z233Fdr2Ly6iug","human-bot","Medium",5,2,1644,328.8,0.560340632603406,214,997,433,0,684,251,433,0,0,4,45
"YRBjcrRomoW6Rn4h319-2w/aV7NSxTvRAMwQ9p2nuoqyA","human-bot","Large",10,1,687,68.7,0.404221251819505,279,249,146,13,154,29,63,43,19,8,361
"yTSWcDPcKTFTSlZh0E1YDw/ucOUJ-TtutEQFVWUwmwNrg","human","Large",7,0,207,29.5714285714285,0.356107660455486,207,0,0,0,0,0,0,0,0,NA,NA
"Z1qrys8nzJ0jPIbFtYZMAQ/JVcOeAW1zRN_reVyzWFdJQ","human","Large",7,0,158,22.5714285714285,0.448462929475587,157,1,0,0,0,0,0,0,0,NA,NA
"Z1VZ6SoaVtx9VWKPUv2W0g/itqO8PZPLdIuYTDDJB8KzA","human","Small",3,0,38,12.6666666666666,0.596491228070175,37,0,1,0,0,0,0,0,0,NA,NA
"z4XnuVnYDsJq2Kh10c6RSQ/GwurdQHVdJIEVr1-nwzeQQ","human","Small",2,0,47,23.5,0.0744680851063829,30,15,2,0,0,0,0,0,0,NA,NA
"Z6awFqHqaqsMrZBtI5G6cw/kYil41HH6Sj3XK-WeF4iuQ","human","Large",15,0,153,10.2,0.705882352941176,79,34,40,0,0,0,0,0,0,NA,NA
"Z7BT6V2rwc1Yyq1NgDZC6A/HBp104v9eHt7B4w0Y9wF1Q","human-bot","Large",18,1,201,11.1666666666666,0.461857379767827,178,23,0,0,20,0,20,0,0,NA,NA
"Z7pZbUnKgDYaYhaLIGmLpw/O92cd-KLiFkunriLmVErdw","human-bot","Small",3,1,237,79,0.624472573839662,216,21,0,0,16,0,16,0,0,10,108
"zAh1NECRCquqUJ_-1d6hAw/DET3jTK8hokYfY_neJ1IVQ","human-bot","Small",2,1,196,98,0.326530612244897,74,104,18,0,42,0,42,0,0,8,25
"zCKXZ_EjOPjnEpBVGuTe5Q/ZxO7GQ17gyBUQ6IvOxTvWg","human-bot","Medium",5,1,488,97.6,0.410655737704918,111,187,180,10,84,0,84,0,0,13,66
"ZDe8CCjo5NLqQVe0wGfFvA/tpINkIPI52aFvMjbNLjJuw","human","Small",2,0,11,5.5,0.318181818181818,10,0,1,0,0,0,0,0,0,NA,NA
"zdGIfGigrvjugcDMrntSeA/djHSoRCz0x72XAy7M0faVA","human","Small",2,0,86,43,0.0116279069767441,32,54,0,0,0,0,0,0,0,NA,NA
"zDxFw19WoS8GFVmQGJXQCw/xsTexXJ1UlUoG5F8Lns-7A","human-bot","Large",59,1,198,3.35593220338983,0.189008731381612,114,82,2,0,9,3,5,1,0,0,10
"ZPbZUFullnQ00GjBX1RaUQ/fR24eYhOcMGsDUKZIYFXeg","human","Medium",6,0,14,2.33333333333333,0.19047619047619,13,1,0,0,0,0,0,0,0,NA,NA
"zPjKmela4b_-cQYzslpJLQ/Y8b87jxGXuKYhNDrcC5AuA","human","Large",11,0,851,77.3636363636363,0.267279136844354,740,111,0,0,0,0,0,0,0,3,22
"zro7Xud3Xy2f5CjF55l_jA/GChw8QQ_KUPepXGZGDWicQ","human-bot","Small",2,1,39,19.5,0.397435897435897,39,0,0,0,15,0,15,0,0,NA,NA
"zTj5tlMWgotzJmQl7BP8wQ/iQ914_smScbUO8BI9JlE6A","human-bot","Small",3,1,855,285,0.47485380116959,423,59,373,0,26,0,26,0,0,NA,NA
"zUBexdmYylGGpxiebXm6gg/sJXD2kulWzU35ijdY3SnBQ","human","Small",2,0,63,31.5,0.436507936507936,63,0,0,0,0,0,0,0,0,NA,NA
"zVSBi-iRKCzLiqFwVt6hbg/8SfUBIOeWUjDoQxeUCX7wQ","human","Medium",5,0,26,5.2,0.446153846153846,19,5,2,0,0,0,0,0,0,NA,NA
"zVSBi-iRKCzLiqFwVt6hbg/fm_lDWwc8Uu-aZ24BjUNZg","human","Medium",5,0,13,2.6,0.246153846153846,8,4,1,0,0,0,0,0,0,8,10
"ZX09uvu0z_JVPVI-XrPniQ/pxiuGX_R6QI2Euvx2GFIFw","human-bot","Small",2,1,57,28.5,0.043859649122807,32,24,1,0,8,3,4,1,0,5,26
